2024-10-24T13:31:11.310088339Z I1024 13:31:11.309814       1 cmd.go:91] &{<nil> true {false} installer true map[cert-configmaps:0xc000a35cc0 cert-dir:0xc000a35ea0 cert-secrets:0xc000a35c20 configmaps:0xc000a357c0 namespace:0xc000a355e0 pod:0xc000a35680 pod-manifest-dir:0xc000a35a40 resource-dir:0xc000a359a0 revision:0xc000a35540 secrets:0xc000a35720 v:0xc000a345a0] [0xc000a345a0 0xc000a35540 0xc000a355e0 0xc000a35680 0xc000a359a0 0xc000a35a40 0xc000a357c0 0xc000a35720 0xc000a35ea0 0xc000a35cc0 0xc000a35c20] [] map[cert-configmaps:0xc000a35cc0 cert-dir:0xc000a35ea0 cert-secrets:0xc000a35c20 configmaps:0xc000a357c0 help:0xc00013b680 kubeconfig:0xc000a354a0 log-flush-frequency:0xc000a34500 namespace:0xc000a355e0 optional-cert-configmaps:0xc000a35e00 optional-cert-secrets:0xc000a35d60 optional-configmaps:0xc000a35900 optional-secrets:0xc000a35860 pod:0xc000a35680 pod-manifest-dir:0xc000a35a40 pod-manifests-lock-file:0xc000a35b80 resource-dir:0xc000a359a0 revision:0xc000a35540 secrets:0xc000a35720 timeout-duration:0xc000a35ae0 v:0xc000a345a0 vmodule:0xc000a34640] [0xc000a354a0 0xc000a35540 0xc000a355e0 0xc000a35680 0xc000a35720 0xc000a357c0 0xc000a35860 0xc000a35900 0xc000a359a0 0xc000a35a40 0xc000a35ae0 0xc000a35b80 0xc000a35c20 0xc000a35cc0 0xc000a35d60 0xc000a35e00 0xc000a35ea0 0xc000a34500 0xc000a345a0 0xc000a34640 0xc00013b680] [0xc000a35cc0 0xc000a35ea0 0xc000a35c20 0xc000a357c0 0xc00013b680 0xc000a354a0 0xc000a34500 0xc000a355e0 0xc000a35e00 0xc000a35d60 0xc000a35900 0xc000a35860 0xc000a35680 0xc000a35a40 0xc000a35b80 0xc000a359a0 0xc000a35540 0xc000a35720 0xc000a35ae0 0xc000a345a0 0xc000a34640] map[104:0xc00013b680 118:0xc000a345a0] [] -1 0 0xc00071eab0 true <nil> []}
2024-10-24T13:31:41.647467149Z     - name: "ETCD_EXPERIMENTAL_WARNING_APPLY_DURATION"
2024-10-24T13:31:41.647467149Z       value: "200ms"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_EXPERIMENTAL_WATCH_PROGRESS_NOTIFY_INTERVAL"
2024-10-24T13:31:41.647467149Z       value: "5s"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_HEARTBEAT_INTERVAL"
2024-10-24T13:31:41.647467149Z       value: "100"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_IMAGE"
2024-10-24T13:31:41.647467149Z       value: "registry.build02.ci.openshift.org/ci-op-2fcpj5j6/stable@sha256:a5ffe3489a5c049cb2bae31ba55fa7e3a7654d93d833a78f6c0506d2d7c1b272"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_INITIAL_CLUSTER_STATE"
2024-10-24T13:31:41.647467149Z       value: "existing"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_QUOTA_BACKEND_BYTES"
2024-10-24T13:31:41.647467149Z       value: "8589934592"
2024-10-24T13:31:41.647467149Z     - name: "ETCD_SOCKET_REUSE_ADDRESS"
2024-10-24T13:31:41.647467149Z       value: "true"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_0_ETCD_NAME"
2024-10-24T13:31:41.647467149Z       value: "ci-op-2fcpj5j6-f6035-2lklf-master-0"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_0_ETCD_URL_HOST"
2024-10-24T13:31:41.647467149Z       value: "10.0.0.3"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_0_IP"
2024-10-24T13:31:41.647467149Z       value: "10.0.0.3"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_1_ETCD_NAME"
2024-10-24T13:31:41.647467149Z       value: "ci-op-2fcpj5j6-f6035-2lklf-master-1"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_1_ETCD_URL_HOST"
2024-10-24T13:31:41.647467149Z       value: "10.0.0.4"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_1_IP"
2024-10-24T13:31:41.647467149Z       value: "10.0.0.4"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_ETCD_NAME"
2024-10-24T13:31:41.647467149Z       value: "ci-op-2fcpj5j6-f6035-2lklf-master-2"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_ETCD_URL_HOST"
2024-10-24T13:31:41.647467149Z       value: "10.0.0.6"
2024-10-24T13:31:41.647467149Z     - name: "NODE_ci_op_2fcpj5j6_f6035_2lklf_master_2_IP"
2024-10-24T13:31:41.647467149Z       value: "10.0.0.6"
2024-10-24T13:31:41.647467149Z     volumeMounts:
2024-10-24T13:31:41.647467149Z     - mountPath: /var/lib/etcd
2024-10-24T13:31:41.647467149Z       name: data-dir
2024-10-24T13:31:41.647467149Z     - mountPath: /etc/kubernetes/static-pod-certs
2024-10-24T13:31:41.647467149Z       name: cert-dir
2024-10-24T13:31:41.647467149Z   hostNetwork: true
2024-10-24T13:31:41.647467149Z   priorityClassName: system-node-critical
2024-10-24T13:31:41.647467149Z   tolerations:
2024-10-24T13:31:41.647467149Z   - operator: "Exists"
2024-10-24T13:31:41.647467149Z   volumes:
2024-10-24T13:31:41.647467149Z     - hostPath:
2024-10-24T13:31:41.647467149Z         path: /etc/kubernetes/manifests
2024-10-24T13:31:41.647467149Z       name: static-pod-dir
2024-10-24T13:31:41.647467149Z     - hostPath:
2024-10-24T13:31:41.647467149Z         path: /etc/kubernetes/static-pod-resources/etcd-pod-13
2024-10-24T13:31:41.647467149Z       name: resource-dir
2024-10-24T13:31:41.647467149Z     - hostPath:
2024-10-24T13:31:41.647467149Z         path: /etc/kubernetes/static-pod-resources/etcd-certs
2024-10-24T13:31:41.647467149Z       name: cert-dir
2024-10-24T13:31:41.647467149Z     - hostPath:
2024-10-24T13:31:41.647467149Z         path: /var/lib/etcd
2024-10-24T13:31:41.647467149Z         type: ""
2024-10-24T13:31:41.647467149Z       name: data-dir
2024-10-24T13:31:41.647467149Z     - hostPath:
2024-10-24T13:31:41.647467149Z         path: /usr/local/bin
2024-10-24T13:31:41.647467149Z       name: usr-local-bin
2024-10-24T13:31:41.647467149Z     - hostPath:
2024-10-24T13:31:41.647467149Z         path: /var/log/etcd
2024-10-24T13:31:41.647467149Z       name: log-dir
2024-10-24T13:31:41.647467149Z     - hostPath:
2024-10-24T13:31:41.647467149Z         path: /etc/kubernetes
2024-10-24T13:31:41.647467149Z       name: config-dir
2024-10-24T13:31:41.647467149Z     - hostPath:
2024-10-24T13:31:41.647467149Z         path: /var/lib/etcd-auto-backup
2024-10-24T13:31:41.647467149Z       name: etcd-auto-backup-dir
2024-10-24T13:31:41.657756848Z I1024 13:31:41.657686       1 cmd.go:606] Writing pod manifest "/etc/kubernetes/static-pod-resources/etcd-pod-13/etcd-pod.yaml" ...
2024-10-24T13:31:41.701163387Z I1024 13:31:41.701033       1 cmd.go:613] Removed existing static pod manifest "/etc/kubernetes/manifests/etcd-pod.yaml" ...
2024-10-24T13:31:41.701163387Z I1024 13:31:41.701072       1 cmd.go:617] Writing static pod manifest "/etc/kubernetes/manifests/etcd-pod.yaml" ...
