2024-10-24T13:03:27.739016785Z ++ K8S_NODE=ci-op-2fcpj5j6-f6035-2lklf-master-0
2024-10-24T13:03:27.739016785Z ++ [[ -n ci-op-2fcpj5j6-f6035-2lklf-master-0 ]]
2024-10-24T13:03:27.739016785Z ++ [[ -f /env/ci-op-2fcpj5j6-f6035-2lklf-master-0 ]]
2024-10-24T13:03:27.739016785Z ++ northd_pidfile=/var/run/ovn/ovn-northd.pid
2024-10-24T13:03:27.739016785Z ++ controller_pidfile=/var/run/ovn/ovn-controller.pid
2024-10-24T13:03:27.739016785Z ++ controller_logfile=/var/log/ovn/acl-audit-log.log
2024-10-24T13:03:27.739016785Z ++ vswitch_dbsock=/var/run/openvswitch/db.sock
2024-10-24T13:03:27.739016785Z ++ nbdb_pidfile=/var/run/ovn/ovnnb_db.pid
2024-10-24T13:03:27.739016785Z ++ nbdb_sock=/var/run/ovn/ovnnb_db.sock
2024-10-24T13:03:27.739016785Z ++ nbdb_ctl=/var/run/ovn/ovnnb_db.ctl
2024-10-24T13:03:27.739278325Z ++ sbdb_pidfile=/var/run/ovn/ovnsb_db.pid
2024-10-24T13:03:27.739278325Z ++ sbdb_sock=/var/run/ovn/ovnsb_db.sock
2024-10-24T13:03:27.739278325Z ++ sbdb_ctl=/var/run/ovn/ovnsb_db.ctl
2024-10-24T13:03:27.739933275Z + start-ovn-controller info
2024-10-24T13:03:27.739933275Z + local log_level=info
2024-10-24T13:03:27.739933275Z + [[ 1 -ne 1 ]]
2024-10-24T13:03:27.740434025Z ++ date -Iseconds
2024-10-24T13:03:27.742596944Z + echo '2024-10-24T13:03:27+00:00 - starting ovn-controller'
2024-10-24T13:03:27.742640495Z 2024-10-24T13:03:27+00:00 - starting ovn-controller
2024-10-24T13:03:27.742662575Z + exec ovn-controller unix:/var/run/openvswitch/db.sock -vfile:off --no-chdir --pidfile=/var/run/ovn/ovn-controller.pid --syslog-method=null --log-file=/var/log/ovn/acl-audit-log.log -vFACILITY:local0 -vconsole:info -vconsole:acl_log:off '-vPATTERN:console:%D{%Y-%m-%dT%H:%M:%S.###Z}|%05N|%c%T|%p|%m' -vsyslog:acl_log:info -vfile:acl_log:info
2024-10-24T13:22:36.448313040Z 2024-10-24T13:22:36.448Z|00386|binding|INFO|Releasing lport openshift-authentication_oauth-openshift-786d8fdc94-dfr9r from this chassis (sb_readonly=0)
2024-10-24T13:22:36.448419130Z 2024-10-24T13:22:36.448Z|00387|binding|INFO|Setting lport openshift-authentication_oauth-openshift-786d8fdc94-dfr9r down in Southbound
2024-10-24T13:22:36.564818632Z 2024-10-24T13:22:36.564Z|00388|binding|INFO|Releasing lport openshift-etcd_installer-12-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:22:36.564818632Z 2024-10-24T13:22:36.564Z|00389|binding|INFO|Setting lport openshift-etcd_installer-12-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:22:37.976967449Z 2024-10-24T13:22:37.976Z|00390|binding|INFO|Claiming lport openshift-authentication_oauth-openshift-67d88f768b-dqtrl for this chassis.
2024-10-24T13:22:37.977047829Z 2024-10-24T13:22:37.977Z|00391|binding|INFO|openshift-authentication_oauth-openshift-67d88f768b-dqtrl: Claiming 0a:58:0a:81:00:34 10.129.0.52
2024-10-24T13:22:38.058244764Z 2024-10-24T13:22:38.058Z|00392|binding|INFO|Setting lport openshift-authentication_oauth-openshift-67d88f768b-dqtrl ovn-installed in OVS
2024-10-24T13:22:38.058244764Z 2024-10-24T13:22:38.058Z|00393|binding|INFO|Setting lport openshift-authentication_oauth-openshift-67d88f768b-dqtrl up in Southbound
2024-10-24T13:22:38.195886235Z 2024-10-24T13:22:38.195Z|00394|binding|INFO|Claiming lport openshift-console_console-5b488fc55-q5rrh for this chassis.
2024-10-24T13:22:38.195886235Z 2024-10-24T13:22:38.195Z|00395|binding|INFO|openshift-console_console-5b488fc55-q5rrh: Claiming 0a:58:0a:81:00:35 10.129.0.53
2024-10-24T13:22:38.278316140Z 2024-10-24T13:22:38.277Z|00396|binding|INFO|Setting lport openshift-console_console-5b488fc55-q5rrh ovn-installed in OVS
2024-10-24T13:22:38.278316140Z 2024-10-24T13:22:38.277Z|00397|binding|INFO|Setting lport openshift-console_console-5b488fc55-q5rrh up in Southbound
2024-10-24T13:22:39.877361755Z 2024-10-24T13:22:39.877Z|00398|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-8-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:22:39.877361755Z 2024-10-24T13:22:39.877Z|00399|binding|INFO|openshift-kube-apiserver_revision-pruner-8-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:36 10.129.0.54
2024-10-24T13:22:39.959180879Z 2024-10-24T13:22:39.959Z|00400|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-8-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:22:39.959783410Z 2024-10-24T13:22:39.959Z|00401|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-8-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:22:42.642578964Z 2024-10-24T13:22:42.639Z|00402|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-8-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:22:42.642578964Z 2024-10-24T13:22:42.639Z|00403|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-8-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:22:48.994250630Z 2024-10-24T13:22:48.994Z|00404|binding|INFO|Releasing lport openshift-multus_multus-admission-controller-749bf6f86d-f9cds from this chassis (sb_readonly=0)
2024-10-24T13:22:48.994342520Z 2024-10-24T13:22:48.994Z|00405|binding|INFO|Setting lport openshift-multus_multus-admission-controller-749bf6f86d-f9cds down in Southbound
2024-10-24T13:22:59.057659172Z 2024-10-24T13:22:59.057Z|00406|binding|INFO|Claiming lport openshift-kube-apiserver_installer-8-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:22:59.057659172Z 2024-10-24T13:22:59.057Z|00407|binding|INFO|openshift-kube-apiserver_installer-8-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:37 10.129.0.55
2024-10-24T13:22:59.128621628Z 2024-10-24T13:22:59.128Z|00408|binding|INFO|Setting lport openshift-kube-apiserver_installer-8-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:22:59.129056347Z 2024-10-24T13:22:59.128Z|00409|binding|INFO|Setting lport openshift-kube-apiserver_installer-8-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:23:11.249039929Z 2024-10-24T13:23:11.248Z|00410|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-9-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:23:11.249177899Z 2024-10-24T13:23:11.249Z|00411|binding|INFO|openshift-kube-apiserver_revision-pruner-9-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:38 10.129.0.56
2024-10-24T13:23:11.309871185Z 2024-10-24T13:23:11.309Z|00412|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-9-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:23:11.309871185Z 2024-10-24T13:23:11.309Z|00413|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-9-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:23:13.868569143Z 2024-10-24T13:23:13.868Z|00414|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-9-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:23:13.868653633Z 2024-10-24T13:23:13.868Z|00415|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-9-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:23:16.300752348Z 2024-10-24T13:23:16.300Z|00416|binding|INFO|Releasing lport openshift-kube-apiserver_installer-8-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:23:16.300752348Z 2024-10-24T13:23:16.300Z|00417|binding|INFO|Setting lport openshift-kube-apiserver_installer-8-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:23:31.850842663Z 2024-10-24T13:23:31.850Z|00418|binding|INFO|Claiming lport openshift-kube-apiserver_installer-9-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:23:31.850927653Z 2024-10-24T13:23:31.850Z|00419|binding|INFO|openshift-kube-apiserver_installer-9-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:39 10.129.0.57
2024-10-24T13:23:31.932583008Z 2024-10-24T13:23:31.932Z|00420|binding|INFO|Setting lport openshift-kube-apiserver_installer-9-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:23:31.935809607Z 2024-10-24T13:23:31.935Z|00421|binding|INFO|Setting lport openshift-kube-apiserver_installer-9-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:24:13.465775537Z 2024-10-24T13:24:13.465Z|00422|memory_trim|INFO|Detected inactivity (last active 30011 ms ago): trimming memory
2024-10-24T13:24:34.356194240Z 2024-10-24T13:24:34.356Z|00423|binding|INFO|Releasing lport openshift-kube-apiserver_installer-9-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:24:34.356303730Z 2024-10-24T13:24:34.356Z|00424|binding|INFO|Setting lport openshift-kube-apiserver_installer-9-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:25:39.522137837Z 2024-10-24T13:25:39.522Z|00425|memory_trim|INFO|Detected inactivity (last active 30003 ms ago): trimming memory
2024-10-24T13:25:43.241743790Z 2024-10-24T13:25:43.241Z|00426|binding|INFO|Claiming lport openshift-kube-controller-manager_installer-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:25:43.241743790Z 2024-10-24T13:25:43.241Z|00427|binding|INFO|openshift-kube-controller-manager_installer-10-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:3a 10.129.0.58
2024-10-24T13:25:43.346390455Z 2024-10-24T13:25:43.345Z|00428|binding|INFO|Setting lport openshift-kube-controller-manager_installer-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:25:43.346390455Z 2024-10-24T13:25:43.345Z|00429|binding|INFO|Setting lport openshift-kube-controller-manager_installer-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:25:56.169413653Z 2024-10-24T13:25:56.169Z|00430|binding|INFO|Claiming lport openshift-kube-apiserver_installer-9-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:25:56.169469843Z 2024-10-24T13:25:56.169Z|00431|binding|INFO|openshift-kube-apiserver_installer-9-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:3b 10.129.0.59
2024-10-24T13:25:56.255692511Z 2024-10-24T13:25:56.255Z|00432|binding|INFO|Setting lport openshift-kube-apiserver_installer-9-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:25:56.256679671Z 2024-10-24T13:25:56.256Z|00433|binding|INFO|Setting lport openshift-kube-apiserver_installer-9-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:26:17.130281499Z 2024-10-24T13:26:17.130Z|00434|binding|INFO|Releasing lport openshift-console_console-5b488fc55-q5rrh from this chassis (sb_readonly=0)
2024-10-24T13:26:17.130359969Z 2024-10-24T13:26:17.130Z|00435|binding|INFO|Setting lport openshift-console_console-5b488fc55-q5rrh down in Southbound
2024-10-24T13:26:18.018368866Z 2024-10-24T13:26:18.018Z|00436|binding|INFO|Releasing lport openshift-kube-controller-manager_installer-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:26:18.018532966Z 2024-10-24T13:26:18.018Z|00437|binding|INFO|Setting lport openshift-kube-controller-manager_installer-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:26:18.687904673Z 2024-10-24T13:26:18.687Z|00438|binding|INFO|Claiming lport openshift-console_console-54d86f69c8-k5dnq for this chassis.
2024-10-24T13:26:18.687904673Z 2024-10-24T13:26:18.687Z|00439|binding|INFO|openshift-console_console-54d86f69c8-k5dnq: Claiming 0a:58:0a:81:00:3c 10.129.0.60
2024-10-24T13:26:18.767337042Z 2024-10-24T13:26:18.767Z|00440|binding|INFO|Setting lport openshift-console_console-54d86f69c8-k5dnq ovn-installed in OVS
2024-10-24T13:26:18.767337042Z 2024-10-24T13:26:18.767Z|00441|binding|INFO|Setting lport openshift-console_console-54d86f69c8-k5dnq up in Southbound
2024-10-24T13:26:36.140837316Z 2024-10-24T13:26:36.140Z|00442|binding|INFO|Releasing lport openshift-kube-apiserver_installer-9-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:26:36.140837316Z 2024-10-24T13:26:36.140Z|00443|binding|INFO|Setting lport openshift-kube-apiserver_installer-9-retry-1-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:26:52.498428612Z 2024-10-24T13:26:52.498Z|00444|binding|INFO|Claiming lport openshift-kube-scheduler_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:26:52.498428612Z 2024-10-24T13:26:52.498Z|00445|binding|INFO|openshift-kube-scheduler_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:3d 10.129.0.61
2024-10-24T13:26:52.568040772Z 2024-10-24T13:26:52.567Z|00446|binding|INFO|Setting lport openshift-kube-scheduler_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:26:52.568040772Z 2024-10-24T13:26:52.568Z|00447|binding|INFO|Setting lport openshift-kube-scheduler_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:26:55.312743451Z 2024-10-24T13:26:55.311Z|00448|binding|INFO|Releasing lport openshift-kube-scheduler_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:26:55.312743451Z 2024-10-24T13:26:55.311Z|00449|binding|INFO|Setting lport openshift-kube-scheduler_revision-pruner-7-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:27:06.935002438Z 2024-10-24T13:27:06.934Z|00450|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:27:06.935191198Z 2024-10-24T13:27:06.935Z|00451|binding|INFO|openshift-kube-apiserver_revision-pruner-10-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:3e 10.129.0.62
2024-10-24T13:27:07.002327431Z 2024-10-24T13:27:07.002Z|00452|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:27:07.002327431Z 2024-10-24T13:27:07.002Z|00453|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:27:09.320471005Z 2024-10-24T13:27:09.320Z|00454|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:27:09.320668625Z 2024-10-24T13:27:09.320Z|00455|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:27:22.737521557Z 2024-10-24T13:27:22.737Z|00456|binding|INFO|Claiming lport openshift-kube-apiserver_installer-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:27:22.737606447Z 2024-10-24T13:27:22.737Z|00457|binding|INFO|openshift-kube-apiserver_installer-10-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:3f 10.129.0.63
2024-10-24T13:27:22.801972011Z 2024-10-24T13:27:22.801Z|00458|binding|INFO|Setting lport openshift-kube-apiserver_installer-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:27:22.804047680Z 2024-10-24T13:27:22.803Z|00459|binding|INFO|Setting lport openshift-kube-apiserver_installer-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:27:43.975345547Z 2024-10-24T13:27:43.975Z|00460|binding|INFO|Releasing lport openshift-apiserver_apiserver-5d5579f445-5twj5 from this chassis (sb_readonly=0)
2024-10-24T13:27:43.975461508Z 2024-10-24T13:27:43.975Z|00461|binding|INFO|Setting lport openshift-apiserver_apiserver-5d5579f445-5twj5 down in Southbound
2024-10-24T13:28:14.239699112Z 2024-10-24T13:28:14.239Z|00462|memory_trim|INFO|Detected inactivity (last active 30008 ms ago): trimming memory
2024-10-24T13:28:25.786571828Z 2024-10-24T13:28:25.786Z|00463|binding|INFO|Releasing lport openshift-kube-apiserver_installer-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:28:25.786688278Z 2024-10-24T13:28:25.786Z|00464|binding|INFO|Setting lport openshift-kube-apiserver_installer-10-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:28:27.152164095Z 2024-10-24T13:28:27.152Z|00465|binding|INFO|Releasing lport openshift-oauth-apiserver_apiserver-8bdbc6bbb-8ndgb from this chassis (sb_readonly=0)
2024-10-24T13:28:27.152273665Z 2024-10-24T13:28:27.152Z|00466|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-8bdbc6bbb-8ndgb down in Southbound
2024-10-24T13:29:18.565973494Z 2024-10-24T13:29:18.565Z|00467|binding|INFO|Claiming lport openshift-apiserver_apiserver-6d6946f85d-8v797 for this chassis.
2024-10-24T13:29:18.565973494Z 2024-10-24T13:29:18.565Z|00468|binding|INFO|openshift-apiserver_apiserver-6d6946f85d-8v797: Claiming 0a:58:0a:81:00:40 10.129.0.64
2024-10-24T13:29:18.651930515Z 2024-10-24T13:29:18.651Z|00469|binding|INFO|Setting lport openshift-apiserver_apiserver-6d6946f85d-8v797 ovn-installed in OVS
2024-10-24T13:29:18.652035875Z 2024-10-24T13:29:18.652Z|00470|binding|INFO|Setting lport openshift-apiserver_apiserver-6d6946f85d-8v797 up in Southbound
2024-10-24T13:29:23.091080852Z 2024-10-24T13:29:23.091Z|00471|binding|INFO|Claiming lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s for this chassis.
2024-10-24T13:29:23.091160692Z 2024-10-24T13:29:23.091Z|00472|binding|INFO|openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s: Claiming 0a:58:0a:81:00:41 10.129.0.65
2024-10-24T13:29:23.170268365Z 2024-10-24T13:29:23.170Z|00473|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s up in Southbound
2024-10-24T13:29:23.170918755Z 2024-10-24T13:29:23.170Z|00474|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s ovn-installed in OVS
2024-10-24T13:29:23.426098870Z 2024-10-24T13:29:23.426Z|00475|binding|INFO|Releasing lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s from this chassis (sb_readonly=0)
2024-10-24T13:29:23.426259730Z 2024-10-24T13:29:23.426Z|00476|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s down in Southbound
2024-10-24T13:29:26.721344349Z 2024-10-24T13:29:26.721Z|00477|binding|INFO|Claiming lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s for this chassis.
2024-10-24T13:29:26.721403609Z 2024-10-24T13:29:26.721Z|00478|binding|INFO|openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s: Claiming 0a:58:0a:81:00:41 10.129.0.65
2024-10-24T13:29:26.793272982Z 2024-10-24T13:29:26.793Z|00479|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s ovn-installed in OVS
2024-10-24T13:29:26.793272982Z 2024-10-24T13:29:26.793Z|00480|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s up in Southbound
2024-10-24T13:29:27.038191808Z 2024-10-24T13:29:27.038Z|00481|binding|INFO|Releasing lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s from this chassis (sb_readonly=0)
2024-10-24T13:29:27.038191808Z 2024-10-24T13:29:27.038Z|00482|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s down in Southbound
2024-10-24T13:29:40.244433620Z 2024-10-24T13:29:40.244Z|00483|binding|INFO|Claiming lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s for this chassis.
2024-10-24T13:29:40.244433620Z 2024-10-24T13:29:40.244Z|00484|binding|INFO|openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s: Claiming 0a:58:0a:81:00:41 10.129.0.65
2024-10-24T13:29:40.324015623Z 2024-10-24T13:29:40.323Z|00485|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s ovn-installed in OVS
2024-10-24T13:29:40.324015623Z 2024-10-24T13:29:40.323Z|00486|binding|INFO|Setting lport openshift-oauth-apiserver_apiserver-6dcfd955f4-p5j6s up in Southbound
2024-10-24T13:29:45.735721465Z 2024-10-24T13:29:45.735Z|00487|binding|INFO|Claiming lport openshift-marketplace_redhat-operators-pmhhd for this chassis.
2024-10-24T13:29:45.735824225Z 2024-10-24T13:29:45.735Z|00488|binding|INFO|openshift-marketplace_redhat-operators-pmhhd: Claiming 0a:58:0a:81:00:42 10.129.0.66
2024-10-24T13:29:45.809131177Z 2024-10-24T13:29:45.809Z|00489|binding|INFO|Setting lport openshift-marketplace_redhat-operators-pmhhd ovn-installed in OVS
2024-10-24T13:29:45.809131177Z 2024-10-24T13:29:45.809Z|00490|binding|INFO|Setting lport openshift-marketplace_redhat-operators-pmhhd up in Southbound
2024-10-24T13:29:58.511793049Z 2024-10-24T13:29:58.511Z|00491|binding|INFO|Releasing lport openshift-marketplace_redhat-operators-pmhhd from this chassis (sb_readonly=0)
2024-10-24T13:29:58.511891559Z 2024-10-24T13:29:58.511Z|00492|binding|INFO|Setting lport openshift-marketplace_redhat-operators-pmhhd down in Southbound
2024-10-24T13:30:13.026426054Z 2024-10-24T13:30:13.026Z|00493|binding|INFO|Claiming lport openshift-kube-apiserver_revision-pruner-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:30:13.026426054Z 2024-10-24T13:30:13.026Z|00494|binding|INFO|openshift-kube-apiserver_revision-pruner-11-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:43 10.129.0.67
2024-10-24T13:30:13.102281347Z 2024-10-24T13:30:13.102Z|00495|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:30:13.102281347Z 2024-10-24T13:30:13.102Z|00496|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:30:15.499994973Z 2024-10-24T13:30:15.499Z|00497|binding|INFO|Releasing lport openshift-kube-apiserver_revision-pruner-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:30:15.500061303Z 2024-10-24T13:30:15.500Z|00498|binding|INFO|Setting lport openshift-kube-apiserver_revision-pruner-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:30:38.398198290Z 2024-10-24T13:30:38.398Z|00499|binding|INFO|Claiming lport openshift-kube-apiserver_installer-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:30:38.398285300Z 2024-10-24T13:30:38.398Z|00500|binding|INFO|openshift-kube-apiserver_installer-11-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:44 10.129.0.68
2024-10-24T13:30:38.477023043Z 2024-10-24T13:30:38.476Z|00501|binding|INFO|Setting lport openshift-kube-apiserver_installer-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:30:38.477754622Z 2024-10-24T13:30:38.477Z|00502|binding|INFO|Setting lport openshift-kube-apiserver_installer-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:31:16.626188303Z 2024-10-24T13:31:16.626Z|00503|binding|INFO|Claiming lport openshift-kube-controller-manager_installer-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 for this chassis.
2024-10-24T13:31:16.626188303Z 2024-10-24T13:31:16.626Z|00504|binding|INFO|openshift-kube-controller-manager_installer-11-ci-op-2fcpj5j6-f6035-2lklf-master-0: Claiming 0a:58:0a:81:00:45 10.129.0.69
2024-10-24T13:31:16.708980065Z 2024-10-24T13:31:16.708Z|00505|binding|INFO|Setting lport openshift-kube-controller-manager_installer-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 ovn-installed in OVS
2024-10-24T13:31:16.708980065Z 2024-10-24T13:31:16.708Z|00506|binding|INFO|Setting lport openshift-kube-controller-manager_installer-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 up in Southbound
2024-10-24T13:31:18.896059541Z 2024-10-24T13:31:18.895Z|00507|binding|INFO|Releasing lport openshift-kube-apiserver_installer-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 from this chassis (sb_readonly=0)
2024-10-24T13:31:18.896344941Z 2024-10-24T13:31:18.896Z|00508|binding|INFO|Setting lport openshift-kube-apiserver_installer-11-ci-op-2fcpj5j6-f6035-2lklf-master-0 down in Southbound
2024-10-24T13:31:34.837099963Z 2024-10-24T13:31:34.837Z|00509|binding|INFO|Releasing lport openshift-console_console-54d86f69c8-k5dnq from this chassis (sb_readonly=0)
2024-10-24T13:31:34.837099963Z 2024-10-24T13:31:34.837Z|00510|binding|INFO|Setting lport openshift-console_console-54d86f69c8-k5dnq down in Southbound
2024-10-24T13:31:42.913168530Z 2024-10-24T13:31:42.913Z|00511|binding|INFO|Claiming lport openshift-console_console-849dfdb48-8n92v for this chassis.
2024-10-24T13:31:42.913168530Z 2024-10-24T13:31:42.913Z|00512|binding|INFO|openshift-console_console-849dfdb48-8n92v: Claiming 0a:58:0a:81:00:46 10.129.0.70
2024-10-24T13:31:42.986111996Z 2024-10-24T13:31:42.986Z|00513|binding|INFO|Setting lport openshift-console_console-849dfdb48-8n92v ovn-installed in OVS
